,name,rcode,code,total_amt,deliver_amt,area,technical,funds,message,trade,basic,total_num,point_num,dt
1913,蓝帆医疗,002382.SZ,2382,6026187500,5905591300,化工合成材料,3.4,4.9,6.6,6.3,6.6,27.8,73,2018/4/9
1914,海普瑞,002399.SZ,2399,25230890000,25230890000,化学制药,4.2,5.6,5.9,8.1,4.1,27.9,73,2018/4/9
1915,雅克科技,002409.SZ,2409,7265077300,3487717800,化学制品,7.8,3.9,6.3,7.2,4.8,30,73,2018/4/9
1916,胜利精密,002426.SZ,2426,26172754000,15023570000,通用设备,2.7,4.1,6,6.9,6.3,26,73,2018/4/9
1917,龙星化工,002442.SZ,2442,6110400000,4484378900,化工合成材料,6.6,5.9,6.9,6.3,6.6,32.3,73,2018/4/9
1918,壹桥股份,002447.SZ,2447,8543494400,5769225500,养殖业,3.8,3.5,6.6,6,4.9,24.8,73,2018/4/9
1919,康得新,002450.SZ,2450,68563254000,55984618000,化工合成材料,4.3,4.1,6.2,6.3,6.6,27.5,73,2018/4/9
1920,*ST圣莱,002473.SZ,2473,2577600000,2537325000,白色家电,5,5.1,1.4,5.8,4.8,22.1,73,2018/4/9
1921,嘉麟杰,002486.SZ,2486,7188480000,6969456000,服装家纺,1.8,2.2,3.2,6.5,5.6,19.3,73,2018/4/9
1922,*ST弘高,002504.SZ,2504,8308984200,3357831300,建筑装饰,7.8,4.1,3.5,6.5,5.5,27.4,73,2018/4/9
1923,大康农业,002505.SZ,2505,19198803000,5412295400,养殖业,7.2,4.3,4.3,6.9,5.5,28.2,73,2018/4/9
1924,天广中茂,002509.SZ,2509,22930933000,12349232500,专用设备,1.8,2.2,5.5,7,4.7,21.2,73,2018/4/9
1925,步森股份,002569.SZ,2569,7403728800,7326294700,服装家纺,5.4,3.7,6.5,6.5,3.8,25.9,73,2018/4/9
1926,贝因美,002570.SZ,2570,12239564400,12236646800,食品加工制造,2.6,2.5,5.3,7.2,4.8,22.4,73,2018/4/9
1927,通达动力,002576.SZ,2576,4071366000,2930934100,电气设备,8.2,3.1,2.8,6.5,4.6,25.2,73,2018/4/9
1928,围海股份,002586.SZ,2586,10232210800,6811622500,建筑装饰,4.2,2.1,6.6,6.5,5.3,24.7,73,2018/4/9
1929,海南瑞泽,002596.SZ,2596,8087136700,5349749900,建筑材料,8.2,6.9,6.2,5.6,5.5,32.4,73,2018/4/9
1930,大连电瓷,002606.SZ,2606,8504441500,6354581800,电气设备,3.8,2.9,4.6,6.5,5.1,22.9,73,2018/4/9
1931,艾格拉斯,002619.SZ,2619,10462515300,3895394300,传媒,3,4.2,5.5,6,6.2,24.9,73,2018/4/9
1932,三垒股份,002621.SZ,2621,5126625000,3069061000,专用设备,6,4.8,3,7,4.7,25.5,73,2018/4/9
1933,融钰集团,002622.SZ,2622,10332000000,10316895800,电气设备,2.2,5.6,5.1,6.5,5.1,24.5,73,2018/4/9
1934,光启技术,002625.SZ,2625,46086726000,7285407400,新材料,6.8,2,5.5,6.8,6.1,27.2,73,2018/4/9
1935,勤上股份,002638.SZ,2638,12362100600,7624534500,光学光电子,1.9,3.5,5.6,6,4.8,21.8,73,2018/4/9
1936,加加食品,002650.SZ,2650,6727680000,5521146300,食品加工制造,4,3.2,5.5,7.2,5.3,25.2,73,2018/4/9
1937,万润科技,002654.SZ,2654,7681863500,4678879900,光学光电子,7.6,3.9,6.2,6.8,6.3,30.8,73,2018/4/9
1938,普邦股份,002663.SZ,2663,9859438600,6444226600,建筑装饰,4.2,5,5.5,6.5,4.5,25.7,73,2018/4/9
1939,奥马电器,002668.SZ,2668,12302703600,7457135700,白色家电,5,4.2,6.2,5.8,6.7,27.9,73,2018/4/9
1940,康达新材,002669.SZ,2669,6757739100,4998753000,化学制品,9,5.8,3.3,7.2,4.6,29.9,73,2018/4/9
1941,顺威股份,002676.SZ,2676,11505600000,11505600000,白色家电,1.4,1.9,4.5,5.8,5.2,18.8,73,2018/4/9
1942,猛狮科技,002684.SZ,2684,12039684500,6850132000,汽车零部件,4.2,5.3,7.7,7.8,5.8,30.8,73,2018/4/9
1943,顾地科技,002694.SZ,2694,13024862200,10788276400,建筑材料,4.7,2.9,3.1,5.6,4.5,20.8,73,2018/4/9
1944,奥瑞金,002701.SZ,2701,14649503000,11195462600,包装印刷,3.2,2.7,5.6,6.1,6.7,24.3,73,2018/4/9
1945,万达电影,002739.SZ,2739,61110310000,22005027000,传媒,4,5.2,5.5,2.5,6.1,23.3,73,2018/4/9
1946,永兴特钢,002756.SZ,2756,10152000000,3946037200,钢铁,2.8,4,8.4,1.5,5.2,21.9,73,2018/4/9
1947,南兴装备,002757.SZ,2757,4099156600,1437985200,专用设备,7.7,5,7.8,3.5,6.1,30.1,73,2018/4/9
1948,奇信股份,002781.SZ,2781,6612750000,2716899800,建筑装饰,8,5.7,5.5,3,5.1,27.3,73,2018/4/9
1949,华源控股,002787.SZ,2787,5448349200,1935545000,包装印刷,7.8,5.4,5.5,2.6,6.6,27.9,73,2018/4/9
1950,世嘉科技,002796.SZ,2796,2520000000,940905000,通用设备,5.4,4,5.7,3.4,6,24.5,73,2018/4/9
1951,第一创业,002797.SZ,2797,38526400000,21102939000,证券,2.6,2.7,5.9,3,5,19.2,73,2018/4/9
1952,华锋股份,002806.SZ,2806,3496560000,1444000600,半导体及元件,8.1,3.1,5.5,4.5,5.2,26.4,73,2018/4/9
1953,英维克,002837.SZ,2837,4706722500,1146694560,专用设备,2.6,3.8,3,3.5,5.9,18.8,73,2018/4/9
1954,美芝股份,002856.SZ,2856,3228692400,807332400,建筑装饰,7.8,6.7,5.5,3,5.5,28.5,73,2018/4/9
1955,三晖电气,002857.SZ,2857,2311200000,577800000,电气设备,3.9,4,6.3,3,4.8,22,73,2018/4/9
1956,中宠股份,002891.SZ,2891,--,--,农产品加工,8.3,5.7,6.1,4.5,6.7,31.3,73,2018/4/9
1957,华通热力,002893.SZ,2893,--,--,电力,7.6,5.1,5.5,2.2,6.1,26.5,73,2018/4/9
1958,川恒股份,002895.SZ,2895,--,--,化学制品,8.6,2.6,4.5,3.8,4.8,24.3,73,2018/4/9
1959,中大力德,002896.SZ,2896,--,--,通用设备,8.6,3,6.5,3.4,7.3,28.8,73,2018/4/9
1960,网宿科技,300017.SZ,300017,26855952000,17705489000,通信设备,7.6,4.5,4.8,7.8,5.6,30.3,73,2018/4/9
1961,吉峰农机,300022.SZ,300022,2555215400,2158006500,零售,2.4,3.2,5.3,5.7,4.6,21.2,73,2018/4/9
1962,钢研高纳,300034.SZ,300034,6769680400,6753433800,通用设备,7.8,2.4,5.7,6.9,4.7,27.5,73,2018/4/9
1963,梅泰诺,300038.SZ,300038,10830104700,4972628200,通信设备,3.9,3.6,6.3,7,6.9,27.7,73,2018/4/9
1964,文化长城,300089.SZ,300089,6491566100,3927064500,家用轻工,2.2,3.7,4.4,6.2,4.7,21.2,73,2018/4/9
1965,科新机电,300092.SZ,300092,3020028300,2078307400,通用设备,6.1,3.7,5.7,6.9,4.2,26.6,73,2018/4/9
1966,双林股份,300100.SZ,300100,10330814300,7031026500,汽车零部件,8.6,3.6,4.1,6.7,6.5,29.5,73,2018/4/9
1967,乐视网,300104.SZ,300104,61198013000,39038419000,通信服务,3.8,1.9,5.5,6,4.3,21.5,73,2018/4/9
1968,新开源,300109.SZ,300109,7920613300,3923166800,化学制品,6.2,2.2,5.6,7.2,5.5,26.7,73,2018/4/9
1969,大富科技,300134.SZ,300134,17928753000,16642012000,通信设备,3.4,4,6.9,6.8,4.3,25.4,73,2018/4/9
1970,中环装备,300140.SZ,300140,5974628000,4189628600,电气设备,2.2,2.2,5.3,6.5,5.5,21.7,73,2018/4/9
1971,中金环境,300145.SZ,300145,20340357000,12517366500,通用设备,7.6,6,5.6,6.9,7.7,33.8,73,2018/4/9
1972,量子高科,300149.SZ,300149,8176077000,7847675700,农产品加工,8.6,3.3,5.5,8,4.8,30.2,73,2018/4/9
1973,神雾环保,300156.SZ,300156,24402190000,17396969000,环保工程,7,2.4,5.3,7,5.5,27.2,73,2018/4/9
1974,先锋新材,300163.SZ,300163,3602400000,2507569800,化学制品,2.6,3.2,5.4,7.2,4.7,23.1,73,2018/4/9
1975,通源石油,300164.SZ,300164,2722528700,1891749100,采掘服务,9,4.1,6,5.8,5.6,30.5,73,2018/4/9
1976,中海达,300177.SZ,300177,5200328400,3648630800,计算机设备,8.6,4,6,8,5.5,32.1,73,2018/4/9
1977,科斯伍德,300192.SZ,300192,3701313000,2661649200,化学制品,7.2,3.9,5.8,7.2,4.6,28.7,73,2018/4/9
1978,铁汉生态,300197.SZ,300197,18722133000,12210887700,建筑装饰,7.8,5.1,5.6,6.5,6.6,31.6,73,2018/4/9
1979,纳川股份,300198.SZ,300198,5931404100,4348389400,建筑材料,3.2,3.5,5.6,5.6,4.2,22.1,73,2018/4/9
1980,海伦哲,300201.SZ,300201,8938210800,7451861200,专用设备,6.6,3.9,5.7,7,6.1,29.3,73,2018/4/9
1981,天泽信息,300209.SZ,300209,8097630600,5840947300,计算机应用,5.9,4.8,5.9,8,5.1,29.7,73,2018/4/9
1982,科大智能,300222.SZ,300222,18764175000,8143148100,电气设备,5.8,3.8,6.1,6.5,5.4,27.6,73,2018/4/9
1983,开尔新材,300234.SZ,300234,3703147400,1920804300,建筑材料,4.9,3.1,5.4,5.6,4.5,23.5,73,2018/4/9
1984,明家联合,300242.SZ,300242,5809720100,4562229900,传媒,4.6,5.7,5.4,6,5.1,26.8,73,2018/4/9
1985,兴源环境,300266.SZ,300266,28591252000,25315788000,环保工程,2.2,6.3,5.6,7,5.9,27,73,2018/4/9
1986,尔康制药,300267.SZ,300267,23637452000,12446038200,化学制药,4.4,3.7,5.4,8.1,4.9,26.5,73,2018/4/9
1987,开能环保,300272.SZ,300272,3635434800,2174388900,白色家电,9,5.1,5.4,5.8,6.1,31.4,73,2018/4/9
1988,利德曼,300289.SZ,300289,6378268800,4779638700,生物制品,7.4,2.9,5.9,8,4.8,29,73,2018/4/9
1989,荣科科技,300290.SZ,300290,3291439600,1634551800,计算机应用,2.2,4.2,5.4,8,5.5,25.3,73,2018/4/9
1990,华录百纳,300291.SZ,300291,16184227000,9685528100,传媒,2.3,4.1,5.2,6,4,21.6,73,2018/4/9
1991,宜通世纪,300310.SZ,300310,11118819400,7330277500,通信设备,7.3,6.6,6.5,7.8,6.4,34.6,73,2018/4/9
1992,天山生物,300313.SZ,300313,2585321500,2389043900,养殖业,6.2,4.3,5.2,6.9,6.3,28.9,73,2018/4/9
1993,科恒股份,300340.SZ,300340,4727291500,3282546800,其他电子,5.6,3.9,6.2,7.8,7.2,30.7,73,2018/4/9
1994,联创互联,300343.SZ,300343,10721531300,6141799200,传媒,5.4,4.4,5.7,6,4.9,26.4,73,2018/4/9
1995,中文在线,300364.SZ,300364,10596529300,5085041700,传媒,4.2,2.5,5.8,2.5,6.3,21.3,73,2018/4/9
1996,易事特,300376.SZ,300376,20239027000,17363955000,电气设备,3.8,5,6.7,3,6.8,25.3,73,2018/4/9
1997,三联虹普,300384.SZ,300384,5676655400,1815064500,计算机应用,7.8,4.2,5.6,4.5,5.3,27.4,73,2018/4/9
1998,博济医药,300404.SZ,300404,3097632000,1497596500,医疗器械服务,8.6,6.2,5.3,4.5,5.3,29.9,73,2018/4/9
1999,快乐购,300413.SZ,300413,8120250000,4023241000,零售,5.6,6.5,5.9,2.2,4.6,24.8,73,2018/4/9
2000,中光防雷,300414.SZ,300414,4235208100,2070090200,电气设备,8.2,3.2,5.5,3,4.3,24.2,73,2018/4/9
2001,暴风集团,300431.SZ,300431,6705946000,4731663200,通信服务,5.6,3.5,5.7,2.5,5.7,23,73,2018/4/9
2002,运达科技,300440.SZ,300440,5982982400,2649772700,计算机应用,3,2.8,5.5,4.5,5.8,21.6,73,2018/4/9
2003,金科文化,300459.SZ,300459,19607635000,6442133000,化学制品,3.3,5,5.9,2.5,6.1,22.8,73,2018/4/9
2004,田中精机,300461.SZ,300461,4532439200,1514693800,专用设备,7.8,3.2,5.6,3.5,7.4,27.5,73,2018/4/9
2005,华铭智能,300462.SZ,300462,5073700800,2017027600,计算机设备,8.3,2.8,9.1,4.5,4.7,29.4,73,2018/4/9
2006,星徽精密,300464.SZ,300464,2330364200,1021748440,通用设备,7.4,3.9,5.3,3.4,5.9,25.9,73,2018/4/9
2007,赛摩电气,300466.SZ,300466,8512038000,2838726000,电气设备,6,2.5,5.3,3,5.3,22.1,73,2018/4/9
2008,山鼎设计,300492.SZ,300492,3825536000,1135706000,建筑装饰,4,6.4,7.4,3,4.8,25.6,73,2018/4/9
2009,广信材料,300537.SZ,300537,3419819300,785200000,化学制品,7.8,5.1,6.4,3.8,5.6,28.7,73,2018/4/9
2010,移为通信,300590.SZ,300590,4872000000,1218000000,通信设备,9,4.4,6.3,4.3,6.1,30.1,73,2018/4/9
2011,立昂技术,300603.SZ,300603,3359950000,842446000,通信设备,9,3.8,7,4.3,7.1,31.2,73,2018/4/9
2012,宣亚国际,300612.SZ,300612,7163640000,1790910000,传媒,7.8,3.6,5.7,2.5,4.6,24.2,73,2018/4/9
2013,侨源气体,300646.SZ,300646,--,--,化学制品,3.4,2.5,5,3.8,6.3,21,73,2018/4/9
2014,弘信电子,300657.SZ,300657,5180240000,1295060000,半导体及元件,8.4,5,5.7,4.5,7.9,31.5,73,2018/4/9
2015,中环环保,300692.SZ,300692,--,--,环保工程,9,2.2,6.8,3.5,5.2,26.7,73,2018/4/9
2016,盛弘股份,300693.SZ,300693,--,--,电气设备,9,5.7,5.4,3,5.4,28.5,73,2018/4/9
2017,兆丰股份,300695.SZ,300695,--,--,汽车零部件,6.8,3.8,5.9,3.2,5.7,25.4,73,2018/4/9
2018,爱乐达,300696.SZ,300696,--,--,国防军工,7.7,3.6,7.7,5,5.9,29.9,73,2018/4/9
2019,电工合金,300697.SZ,300697,--,--,有色冶炼加工,9,4.6,5.7,3.1,4.6,27,73,2018/4/9
2020,万马科技,300698.SZ,300698,--,--,通信设备,8.2,2.8,4.1,4.3,5.2,24.6,73,2018/4/9
2021,光威复材,300699.SZ,300699,--,--,化工合成材料,7.8,2.8,6.8,2.9,5,25.3,73,2018/4/9
2022,N春风,603129.SS,603129,2617334600,654334640,非汽车交运,8.6,3.3,5.5,3,6.6,27,73,2018/4/9
2023,N起步,603557.SS,603557,5230873600,523110000,服装家纺,4.3,2.4,5.5,3.1,5.1,20.4,73,2018/4/9
2024,铁龙物流,600125.SS,600125,16319023000,16319023000,公路铁路运输,3.4,2.7,6.2,5.8,5.3,23.4,73,2018/4/9
2025,中广天择,603721.SS,603721,1636000000,409000000,传媒,9,6.1,6.8,2.8,4.8,29.5,73,2018/4/9
2026,申达股份,600626.SS,600626,7180554900,7180554900,纺织制造,2.6,3,5.5,6.5,5.3,22.9,73,2018/4/9
2027,永安行,603776.SS,603776,4082880000,1020720000,计算机应用,7.1,2.8,6.2,4.5,5.9,26.5,73,2018/4/9
2028,鲁北化工,600727.SS,600727,3934559900,3933887300,化学制品,8.5,3.8,6.3,7.1,5.2,30.9,73,2018/4/9
2029,博天环境,603603.SS,603603,18344459000,1834858600,环保工程,2.2,3.1,5.5,3.4,5.6,19.8,73,2018/4/9
2030,万业企业,600641.SS,600641,9931875800,9931875800,房地产开发,7.6,4.7,7.7,6.5,6,32.5,73,2018/4/9
2031,纵横通信,603602.SS,603602,3099200000,774800000,通信设备,6.6,4.8,6.4,4,5.1,26.9,73,2018/4/9
2032,洛阳玻璃,600876.SS,600876,11599406600,5764106600,建筑材料,3,3.9,5.6,6,4.4,22.9,73,2018/4/9
2033,鄂尔多斯,600295.SS,600295,17863920000,10593720000,石油矿业开采,4.8,5.1,6.6,5.2,5.9,27.6,73,2018/4/9
2034,秦港股份,601326.SS,601326,22796641000,2276640000,港口航运,5.4,4,7.4,3.4,5.8,26,73,2018/4/9
2035,中国核建,601611.SS,601611,35043750000,12840030000,建筑装饰,3.7,3.8,5.5,3.1,5.8,21.9,73,2018/4/9
2036,亿阳信通,600289.SS,600289,7591556400,6808049900,通信设备,5.2,4.1,5.2,6.5,4,25,73,2018/4/9
2037,文山电力,600995.SS,600995,5790169400,5790169400,电力,2.2,2.9,5.8,6.1,6.9,23.9,73,2018/4/9
2038,健友股份,603707.SS,603707,8093085000,1213485000,生物制品,8.4,5.7,6.1,4.4,6.2,30.8,73,2018/4/9
2039,凯乐科技,600260.SS,600260,21364694000,16256586000,通信设备,2.4,2.8,6.4,7.5,7,26.1,73,2018/4/9
2040,号百控股,600640.SS,600640,17242731000,11601349700,景点及旅游,6.8,3.7,9.9,7.2,5.3,32.9,73,2018/4/9
2041,岳阳林纸,600963.SS,600963,12593575700,9398863900,造纸,6.7,1.9,5.9,6.3,5.5,26.3,73,2018/4/9
2042,湖南天雁,600698.SS,600698,11311955000,5019560700,汽车零部件,3.3,3.6,5,6.8,4.6,23.3,73,2018/4/9
2043,新奥股份,600803.SS,600803,14983933000,14983933000,化学制品,5.1,4.8,6.3,6.5,7,29.7,73,2018/4/9
2044,深高速,600548.SS,600548,21371549000,14046049000,公路铁路运输,3.5,4.6,7.3,5.8,5.6,26.8,73,2018/4/9
2045,中船科技,600072.SS,600072,14452585000,6084680700,国防军工,9,6.7,6.1,6.7,5.4,33.9,73,2018/4/9
2046,滨化股份,601678.SS,601678,11381040000,11381040000,化工新材料,3.7,3.7,5.8,6.3,7.5,27,73,2018/4/9
2047,浙大网新,600797.SS,600797,14268215000,12967961300,计算机应用,7.3,4.8,5.5,8,6.4,32,73,2018/4/9
2048,祥龙电业,600769.SS,600769,3292299800,3292299800,燃气水务,8.6,2.1,6,6.7,4.9,28.3,73,2018/4/9
2049,哈森股份,603958.SS,603958,4664545600,1416338500,服装家纺,8.4,5.8,4.9,3.1,4.6,26.8,73,2018/4/9
2050,华泰股份,600308.SS,600308,8394766600,8394766600,造纸,5,2.3,7.4,6.3,5.8,26.8,73,2018/4/9
2051,隧道股份,600820.SS,600820,31786812000,31786812000,建筑装饰,4.9,2.5,5.5,6.7,6,25.6,73,2018/4/9
2052,长春一东,600148.SS,600148,4906375300,4906375300,汽车零部件,3.8,3.2,5.5,6.8,6.2,25.5,73,2018/4/9
2053,海立股份,600619.SS,600619,11270701600,5992023100,白色家电,2.2,6.1,7.7,6.2,6.4,28.6,73,2018/4/9
2054,栖霞建设,600533.SS,600533,6520500000,6520500000,房地产开发,6.6,3.5,4.8,6.5,4.6,26,73,2018/4/9
2055,中油工程,600339.SS,600339,41147797000,4261000100,建筑装饰,4.9,6.6,4.4,6.7,5.9,28.5,73,2018/4/9
2056,广深铁路,601333.SS,601333,39313630000,31369915000,公路铁路运输,5.5,3.9,7.7,5.8,5.9,28.8,73,2018/4/9
2057,南卫股份,603880.SS,603880,2737000000,684250000,医疗器械服务,7.5,4.9,5.5,4.5,5.4,27.8,73,2018/4/9
2058,天成自控,603085.SS,603085,7449245000,1913600000,汽车零部件,8.5,6.3,6,3.2,5.9,29.9,73,2018/4/9
2059,上海贝岭,600171.SS,600171,8880786400,8880786400,半导体及元件,8,5.2,6.3,8,4.6,32.1,73,2018/4/9
2060,皖江物流,600575.SS,600575,18602605000,14979631000,港口航运,6.8,4.9,4.9,5.9,5.5,28,73,2018/4/9
2061,两面针,600249.SS,600249,4691500000,3838500000,化学制品,4.5,4.4,5.5,7.1,4.3,25.8,73,2018/4/9
2062,锦江投资,600650.SS,600650,9995175100,7076948600,公交,4.6,3.8,6.6,6.8,4.6,26.4,73,2018/4/9
2063,华夏幸福,600340.SS,600340,99256660000,99256660000,房地产开发,4.1,5.1,6.2,6.5,5.9,27.8,73,2018/4/9
2064,中化国际,600500.SS,600500,22496537000,18609746000,基础化学,5.2,4.1,5.5,6.3,6.8,27.9,73,2018/4/9
2065,中国平安,601318.SS,601318,9.72E+11,5.76E+11,保险及其他,5,5.2,6.3,6,5.3,27.8,73,2018/4/9
2066,星宇股份,601799.SS,601799,12509832000,12509832000,汽车零部件,9,6.1,5.5,6.8,6.6,34,73,2018/4/9
2067,东方创业,600278.SS,600278,7118154900,7118154900,贸易,5.2,5.2,6.1,6.1,4.8,27.4,73,2018/4/9
2068,康德莱,603987.SS,603987,4914477300,1229262000,医疗器械服务,7.3,6.2,5.5,4.5,5.2,28.7,73,2018/4/9
2069,上海家化,600315.SS,600315,21172214000,21104052000,化学制品,7.3,5.6,7.4,7.1,5.8,33.2,73,2018/4/9
2070,首旅酒店,600258.SS,600258,23305770000,7933317600,景点及旅游,4.8,4.9,6.7,7.2,6.2,29.8,73,2018/4/9
2071,中粮糖业,600737.SS,600737,19739049000,19739049000,农产品加工,3.3,3.9,6.1,8,6.2,27.5,73,2018/4/9
2072,金隅股份,601992.SS,601992,76346064000,58238459000,房地产开发,3.4,5,6.4,6,4.9,25.7,73,2018/4/9
2073,飞科电器,603868.SS,603868,26541108000,2656548000,白色家电,6,3.8,5,2.6,6.7,24.1,73,2018/4/9
2074,中公高科,603860.SS,603860,2510502000,628002000,建筑装饰,8.3,4.2,5.5,3.1,5.5,26.6,73,2018/4/9
2075,上海三毛,600689.SS,600689,2761621100,2091284900,纺织制造,8.6,2,6.6,6.5,5.8,29.5,73,2018/4/9
2076,索通发展,603612.SS,603612,13879045000,3471132000,新材料,5.1,3.1,6.4,3.3,5.7,23.6,73,2018/4/9
2077,益丰药房,603939.SS,603939,12338872300,6759864400,医药商业,4.4,6.3,5.9,4.2,5.6,26.4,73,2018/4/9
2078,重庆燃气,600917.SS,600917,14937600000,1497600000,燃气水务,5.2,7.5,6.1,3,5.5,27.3,73,2018/4/9
2079,国美通讯,600898.SS,600898,3229779700,3229779700,零售,7.4,3.4,5.5,7.5,5.6,29.4,73,2018/4/9
2080,海鸥股份,603269.SS,603269,2258394300,564660300,通用设备,3.5,2.4,5.5,3.4,5.4,20.2,73,2018/4/9
2081,中再资环,600217.SS,600217,10443890300,5329463000,环保工程,4.4,3.4,7.2,6.9,5.9,27.8,73,2018/4/9
2082,西水股份,600291.SS,600291,33928718000,30384771000,保险及其他,6.6,4.6,5.5,6,5.7,28.4,73,2018/4/9
2083,合诚股份,603909.SS,603909,3024000000,756000000,建筑装饰,5.6,5.3,5.5,3.1,5.8,25.3,73,2018/4/9
2084,凯盛科技,600552.SS,600552,6588955800,6364279600,建筑材料,4.8,5.4,5.5,6.8,4.8,27.3,73,2018/4/9
2085,厦门国贸,600755.SS,600755,19613241000,19613241000,贸易,5.1,2.1,5.6,6.1,5.6,24.5,73,2018/4/9
2086,林海股份,600099.SS,600099,2820074400,2820074400,非汽车交运,3.4,3.8,5.5,6.5,3.9,23.1,73,2018/4/9
2087,精工钢构,600496.SS,600496,7355868100,7355868100,建筑装饰,5.7,3.1,5.5,6.7,5.1,26.1,73,2018/4/9
2088,海信电器,600060.SS,600060,19143080000,19143080000,视听器材,3.5,3,5.9,7.6,5.6,25.6,73,2018/4/9
2089,中国人寿,601628.SS,601628,8.00E+11,5.89E+11,保险及其他,5.6,5,6,6,5.2,27.8,73,2018/4/9
2090,松发股份,603268.SS,603268,2536160000,1185654800,家用轻工,8.8,4.4,5.5,3,6,27.7,73,2018/4/9
2091,华润双鹤,600062.SS,600062,19065169000,15044751000,化学制药,6.5,6.7,6.6,8.1,5.4,33.3,73,2018/4/9
2092,太化股份,600281.SS,600281,3436205500,3436205500,基础化学,4.2,4.2,2.2,6.3,4.8,21.7,73,2018/4/9
2093,电子城,600658.SS,600658,9364154800,6798741600,园区开发,5.4,4.8,6.3,6.5,5.3,28.3,73,2018/4/9
2094,吉林森工,600189.SS,600189,2893860000,2893860000,种植业与林业,6.8,5.8,5.6,6.5,4.6,29.3,73,2018/4/9
2095,北京城建,600266.SS,600266,22706410000,21981910000,房地产开发,6.6,3.5,6.3,6.5,4.7,27.6,73,2018/4/9
2096,润达医疗,603108.SS,603108,9498563600,3636280600,医疗器械服务,5,5.4,5.7,4.5,6.2,26.8,73,2018/4/9
2097,康欣新材,600076.SS,600076,10290928100,7486127600,新材料,2.1,4.1,5.9,6.8,6.8,25.7,73,2018/4/9
2098,恒力股份,600346.SS,600346,28143842000,9156817100,化工合成材料,2.2,4.8,6.6,6.5,6.5,26.6,73,2018/4/9
2099,海天味业,603288.SS,603288,1.13E+11,1.13E+11,食品加工制造,5.9,7.7,6.8,3.6,6.5,30.5,73,2018/4/9
2100,天药股份,600488.SS,600488,5428830500,5428830500,化学制药,7.6,5.1,5.8,8.1,5,31.6,73,2018/4/9
2101,隆基股份,601012.SS,601012,41175228000,36234202000,电气设备,2.2,3.6,5.8,6.7,7.6,25.9,73,2018/4/9
2102,祁连山,600720.SS,600720,7809480200,7808196600,建筑材料,4.2,1.9,7.4,6,6.6,26.1,73,2018/4/9
2103,赤峰黄金,600988.SS,600988,10248551000,8770614900,有色冶炼加工,7.8,7.3,5.5,6.7,4.7,32,73,2018/4/9
2104,南京熊猫,600775.SS,600775,9969978400,7329758400,通信设备,6.8,5.6,7.3,6.5,4.7,30.9,73,2018/4/9
2105,国电南瑞,600406.SS,600406,42215209000,38335998000,电气设备,3.6,3.3,7,6.7,5.6,26.2,73,2018/4/9
2106,石英股份,603688.SS,603688,4156004200,1489428900,新材料,6,6.4,5.8,3.3,5.2,26.7,73,2018/4/9
2107,上工申贝,600843.SS,600843,7630881300,4237623800,专用设备,6.7,2.2,5.5,7,5.6,27,73,2018/4/9
2108,海航基础,600515.SS,600515,49782728000,5386142500,房地产开发,5,6.2,5.6,6.5,5.3,28.6,73,2018/4/9
2109,京能置业,600791.SS,600791,4877517600,4871418500,房地产开发,3.4,4.9,5.5,6.5,5.5,25.8,73,2018/4/9
2110,中国船舶,600150.SS,600150,36506335000,36506335000,国防军工,5.8,6.4,5.7,8.5,5.2,31.6,73,2018/4/9
2111,上海九百,600838.SS,600838,5155342300,5155342300,零售,4.3,2.2,5,6.1,4.3,21.9,73,2018/4/9
2112,永吉股份,603058.SS,603058,8549236800,855004800,包装印刷,3.2,4.7,5.5,2.9,5.3,21.6,73,2018/4/9
2113,国电南自,600268.SS,600268,4160864100,4160864100,电气设备,2.6,2.6,5.8,6.7,5.2,22.9,73,2018/4/9
2114,唐山港,601000.SS,601000,26165254000,23051179000,港口航运,5.2,5.3,6,5.9,5.4,27.8,73,2018/4/9
2115,国投中鲁,600962.SS,600962,3676184200,3561360400,农产品加工,3,3.5,6,6.8,5.2,24.5,73,2018/4/9
2116,洲际油气,600759.SS,600759,11249632400,7856721700,石油矿业开采,8.6,5.3,5.3,5.2,5.9,30.3,73,2018/4/9
2117,三房巷,600370.SS,600370,3348425800,3348425800,纺织制造,5.2,5.2,3.3,6.5,4.2,24.4,73,2018/4/9
2118,华懋科技,603306.SS,603306,7358160000,2536914000,汽车零部件,6.4,6.2,5.5,3.2,6,27.3,73,2018/4/9
2119,钱江生化,600796.SS,600796,2697549200,2697549200,生物制品,7.4,2.7,5.5,7.9,5,28.5,73,2018/4/9
2120,派思股份,603318.SS,603318,5003925000,1454940000,专用设备,3.2,4.4,5.8,3.5,7.5,24.4,73,2018/4/9
2121,国机汽车,600335.SS,600335,13705797000,12520963700,交运设备服务,7,4.5,5.9,6.3,5.7,29.4,73,2018/4/9
2122,宁波精达,603088.SS,603088,3097600000,968000000,通用设备,4.4,4.3,5.5,3.4,6.4,24,73,2018/4/9
2123,上海临港,600848.SS,600848,25086192000,8949997700,园区开发,8.5,6.3,5.5,6.5,5.8,32.6,73,2018/4/9
2124,中原高速,600020.SS,600020,12652703400,12652703400,公路铁路运输,4,3.5,6,5.8,5.7,25,73,2018/4/9
2125,德创环保,603177.SS,603177,3270380000,817595000,环保工程,5.3,3.7,5,3.4,5.7,23.1,73,2018/4/9
2126,神奇制药,600613.SS,600613,5858765800,5258140200,中药,6.5,5.2,5.5,7.7,5.1,30,73,2018/4/9
