,name,rcode,code,total_amt,deliver_amt,area,technical,funds,message,trade,basic,total_num,point_num,dt
1700,神思电子,300479.SZ,300479,4216000000,2318800000,计算机设备,3.7,2.2,5.1,4.5,5.2,20.7,73,2018/4/9
1701,浙商中拓,000906.SZ,906,4975313400,4186130700,贸易,7.1,4.5,5.5,4.8,5.6,27.5,73,2018/4/9
1702,得利斯,002330.SZ,2330,4523020000,4522514500,食品加工制造,3.5,3.7,5.5,7.2,4.6,24.5,73,2018/4/9
1703,东方财富,300059.SZ,300059,58670507000,43614522000,证券,6.2,4.5,7.2,6.5,4.8,29.2,73,2018/4/9
1704,新易盛,300502.SZ,300502,5605824000,2990250500,其他电子,5.9,5.6,7.7,4.3,6,29.5,73,2018/4/9
1705,雄帝科技,300546.SZ,300546,3622142000,893446500,其他电子,8,5.6,5.9,4.3,5.9,29.7,73,2018/4/9
1706,金刚玻璃,300093.SZ,300093,3548880000,3186557800,建筑材料,7.1,3.9,5.8,5.6,5,27.4,73,2018/4/9
1707,裕同科技,002831.SZ,2831,26996675000,2717950500,包装印刷,4.4,7.8,5.6,2.6,7.2,27.6,73,2018/4/9
1708,烽火电子,000561.SZ,561,6161034200,6141875900,通信设备,8.5,5.4,5.5,7.8,4.7,31.9,73,2018/4/9
1709,广济药业,000952.SZ,952,4115385100,4114964800,化学制药,8.2,5.7,5.5,8.1,6.4,33.9,73,2018/4/9
1710,普路通,002769.SZ,2769,6686491900,3380077400,物流,2.6,3.3,4.4,3.9,5.4,19.6,73,2018/4/9
1711,风华高科,000636.SZ,636,8576333200,7784211000,半导体及元件,8.8,4.8,5.8,8,6.3,33.7,73,2018/4/9
1712,沧州明珠,002108.SZ,2108,16906019000,16190456000,化工合成材料,4.2,3,5.4,6.3,6.2,25.1,73,2018/4/9
1713,天源迪科,300047.SZ,300047,4661267300,3550336300,计算机应用,7.5,5,7,8,5.6,33.1,73,2018/4/9
1714,力源信息,300184.SZ,300184,9030468400,4048687100,其他电子,7.6,2.2,9.9,7.8,7.5,35,73,2018/4/9
1715,平治信息,300571.SZ,300571,4938400000,1234600000,传媒,3.9,5.9,7.5,2.5,7.4,27.2,73,2018/4/9
1716,巨轮智能,002031.SZ,2031,6950090300,5915067600,通用设备,3.2,2.7,5.5,6.9,5.9,24.2,73,2018/4/9
1717,上海新阳,300236.SZ,300236,5576583900,5131000300,化学制品,7.8,4.9,5.8,7.2,4.9,30.6,73,2018/4/9
1718,新天药业,002873.SZ,2873,2669100000,667275000,中药,8.6,1.9,5.5,4.3,6.4,26.7,73,2018/4/9
1719,江龙船艇,300589.SZ,300589,2807761300,702021320,国防军工,8.5,3.6,6.6,5,6.7,30.4,73,2018/4/9
1720,晨曦航空,300581.SZ,300581,3124224000,781056000,国防军工,8.5,4,7.7,5,5.1,30.3,73,2018/4/9
1721,海联金汇,002537.SZ,2537,15041228000,7933200000,通用设备,7.3,5.9,5.7,8,5.9,32.8,73,2018/4/9
1722,华力创通,300045.SZ,300045,6516724600,4053354500,计算机设备,9,2.8,5.8,8,5.1,30.7,73,2018/4/9
1723,凯美特气,002549.SZ,2549,5114340000,5085926400,化学制品,2.8,6.3,8.7,6.2,6.7,30.7,73,2018/4/9
1724,天汽模,002510.SZ,2510,6158810600,4856335900,通用设备,9,3.9,5.3,6.7,5.1,30,73,2018/4/9
1725,丝路视觉,300556.SZ,300556,2949478700,737812000,传媒,3.7,3.7,4.4,2.5,4.5,18.8,73,2018/4/9
1726,凤形股份,002760.SZ,2760,2603040000,1352571900,通用设备,5.2,4.3,5.5,3.4,4.7,23.1,73,2018/4/9
1727,千方科技,002373.SZ,2373,15361876000,11718726900,计算机应用,7.3,6,7.5,8,6.2,35,73,2018/4/9
1728,创业软件,300451.SZ,300451,7154855800,3762953200,计算机应用,8.4,6.9,5.8,4.5,7,32.6,73,2018/4/9
1729,焦作万方,000612.SZ,612,11683554100,9791924900,有色冶炼加工,2.6,4.1,6,6.6,6,25.3,73,2018/4/9
1730,杰恩设计,300668.SZ,300668,2615606400,656383200,建筑装饰,9,5.7,7.7,3,6.7,32.1,73,2018/4/9
1731,全信股份,300447.SZ,300447,6076840700,2043927000,电气设备,9,4.6,7,3,6.5,30.1,73,2018/4/9
1732,亿纬锂能,300014.SZ,300014,19884545000,19032792000,其他电子,2.6,2,6,7.8,7.5,25.9,73,2018/4/9
1733,三德科技,300515.SZ,300515,3100000000,1413716300,仪器仪表,7.5,4.6,5.2,4.7,4.8,26.8,73,2018/4/9
1734,山东赫达,002810.SZ,2810,2735882800,686547400,化学制品,8.3,4.1,5.5,3.8,5.2,26.9,73,2018/4/9
1735,兴齐眼药,300573.SZ,300573,2336800000,584200000,化学制药,7.6,5.5,3.6,4.5,5.1,26.3,73,2018/4/9
1736,道氏技术,300409.SZ,300409,9513750000,4902595800,化学制品,8.6,4.8,5.8,3.8,5.8,28.8,73,2018/4/9
1737,科大国创,300520.SZ,300520,4208277200,2242901200,计算机应用,7.7,3.3,5.3,4.5,5.3,26.1,73,2018/4/9
1738,游族网络,002174.SZ,2174,25486312000,25310082000,传媒,4.3,4.5,5.9,6,6.7,27.4,73,2018/4/9
1739,中旗股份,300575.SZ,300575,4007844000,1002644000,化学制品,2.6,4.7,5.6,3.8,6.1,22.8,73,2018/4/9
1740,中青宝,300052.SZ,300052,4534240500,4519754900,通信服务,2.9,3.9,6.6,6,4.2,23.6,73,2018/4/9
1741,天神娱乐,002354.SZ,2354,18458834000,8713214600,传媒,2,3.3,5.5,6,7,23.8,73,2018/4/9
1742,濮阳惠成,300481.SZ,300481,4560000000,2078790000,化学制品,2.5,3.4,6.3,3.8,6.2,22.2,73,2018/4/9
1743,寒锐钴业,300618.SZ,300618,11430000000,2857500000,新材料,4.2,3.9,6.1,3.1,6.5,23.8,73,2018/4/9
1744,北新建材,000786.SZ,786,30226997000,23282382000,建筑材料,4.8,2.7,6.7,5.6,6.7,26.5,73,2018/4/9
1745,方直科技,300235.SZ,300235,2613130100,1507518000,计算机应用,7.7,3.5,5.6,8,4.3,29.1,73,2018/4/9
1746,金龙羽,002882.SZ,2882,5797000000,1091200000,电气设备,9,4.5,6.1,3,5.7,28.3,73,2018/4/9
1747,坚瑞沃能,300116.SZ,300116,24641474000,6846720700,专用设备,1.8,4.8,5.7,6.5,6.4,25.2,73,2018/4/9
1748,卫星石化,002648.SZ,2648,17083196000,12848000000,基础化学,1.8,4.5,3.4,6,7.2,22.9,73,2018/4/9
1749,新劲刚,300629.SZ,300629,2806668100,701668070,通用设备,9,4.9,6.8,3.4,5.1,29.2,73,2018/4/9
1750,中潜股份,300526.SZ,300526,4094235200,1442135200,专用设备,9,5.4,5.9,3.5,5.7,29.5,73,2018/4/9
1751,斯太尔,000760.SZ,760,7301460300,6060153900,汽车零部件,4.4,5.2,5.4,6.7,4.6,26.3,73,2018/4/9
1752,双一科技,300690.SZ,300690,3743666600,936186600,新材料,8.6,4,6,3.3,6.3,28.2,73,2018/4/9
1753,高乐股份,002348.SZ,2348,6715648000,5236780100,家用轻工,1.8,2.3,5.5,6.2,4.3,20.1,73,2018/4/9
1754,正海磁材,300224.SZ,300224,8977500900,7902853000,新材料,5.1,5.1,4.9,6.8,6,27.9,73,2018/4/9
1755,当升科技,300073.SZ,300073,9217593200,8225955000,化学制品,5.2,4,7.9,7.2,6.5,30.8,73,2018/4/9
1756,中百集团,000759.SZ,759,6667200500,6662867800,零售,3.5,4,6.4,5.7,6.4,26,73,2018/4/9
1757,华测导航,300627.SZ,300627,5763320000,1440830000,其他电子,9,5.2,6,4.3,6.5,31,73,2018/4/9
1758,威星智能,002849.SZ,2849,3230934600,807734580,电气设备,9,6.4,7.8,3,6,32.2,73,2018/4/9
1759,二三四五,002195.SZ,2195,27860584000,15882323000,计算机应用,4.9,3.7,5.5,8,5.9,28,73,2018/4/9
1760,御银股份,002177.SZ,2177,4605207300,3764046400,计算机设备,4.4,5,2.8,8,4.7,24.9,73,2018/4/9
1761,深冷股份,300540.SZ,300540,2224000000,556000000,通用设备,8.6,4.3,2.9,3.4,4.6,23.8,73,2018/4/9
1762,超华科技,002288.SZ,2288,7015277400,4967355000,半导体及元件,5.8,4.4,5.3,8,5.4,28.9,73,2018/4/9
1763,澳洋科技,002172.SZ,2172,5955975000,4489681200,化工合成材料,1.8,2.7,3.4,6.3,5.9,20.1,73,2018/4/9
1764,山东路桥,000498.SZ,498,8737084700,2762527000,建筑装饰,6.2,3.5,5.5,6.5,5.9,27.6,73,2018/4/9
1765,锦富技术,300128.SZ,300128,7785052000,4938921800,光学光电子,5,6,6.7,6.8,5.6,30.1,73,2018/4/9
1766,英飞拓,002528.SZ,2528,6801370900,4456697000,计算机设备,8.6,4.6,6.7,8,4.6,32.5,73,2018/4/9
1767,恒泰艾普,300157.SZ,300157,7370063300,6344184700,采掘服务,5.3,2.2,4.8,5.8,6,24.1,73,2018/4/9
1768,乾照光电,300102.SZ,300102,6235296800,5318167800,光学光电子,7.8,4.8,6.9,6.8,6.1,32.4,73,2018/4/9
1769,罗平锌电,002114.SZ,2114,6952998200,5843936500,有色冶炼加工,2.6,6.2,5.1,6.6,5.7,26.2,73,2018/4/9
1770,今天国际,300532.SZ,300532,3881545900,1660534300,物流,7.9,4.4,7.4,4.5,6.3,30.5,73,2018/4/9
1771,扬子新材,002652.SZ,2652,3599809900,3037413300,建筑材料,4.3,4.6,5.5,5.6,5.7,25.7,73,2018/4/9
1772,天海防务,300008.SZ,300008,8966551200,5416413700,国防军工,8.5,5.6,5.5,8.5,6.5,34.6,73,2018/4/9
1773,长青股份,002391.SZ,2391,5446215600,3601376300,化学制品,4.8,4,6.8,7.2,5.6,28.4,73,2018/4/9
1774,东杰智能,300486.SZ,300486,3251760300,1937947500,专用设备,9,2.8,5.7,3.5,6.6,27.6,73,2018/4/9
1775,闰土股份,002440.SZ,2440,14764750000,11808715300,化学制品,1.8,2,9.9,7.2,6.2,27.1,73,2018/4/9
1776,华仁药业,300110.SZ,300110,10718962800,10647746300,化学制药,3.8,2.9,5.4,8.1,5.1,25.3,73,2018/4/9
1777,国民技术,300077.SZ,300077,7859332400,7559478500,半导体及元件,7.8,2.3,4.4,8,4.2,26.7,73,2018/4/9
1778,丰元股份,002805.SZ,2805,3057630400,1692790000,基础化学,7.2,4.3,5.5,2.5,5.8,25.3,73,2018/4/9
1779,电连技术,300679.SZ,300679,12711600000,3177900000,电子制造,7.4,4.7,5.9,2.8,5.8,26.6,73,2018/4/9
1780,赣锋锂业,002460.SZ,2460,48071277000,34267580000,有色冶炼加工,2.6,2.3,7.5,6.6,6.6,25.6,73,2018/4/9
1781,智能自控,002877.SZ,2877,2802963200,700740800,仪器仪表,8,5.4,5.8,4.7,5.4,29.3,73,2018/4/9
1782,东晶电子,002199.SZ,2199,3578602700,2079448300,半导体及元件,6.4,6.3,3.9,8,5.5,30.1,73,2018/4/9
1783,亿帆医药,002019.SZ,2019,23799255000,12099032600,化学制药,4.1,2.5,6.2,8.1,7.4,28.3,73,2018/4/9
1784,拓邦股份,002139.SZ,2139,7638724400,5825766700,电子制造,7.8,4,6.1,6.2,7,31.1,73,2018/4/9
1785,太空板业,300344.SZ,300344,4968261300,2844463400,建筑材料,3.4,1.9,5.3,6.5,6,23.1,73,2018/4/9
1786,三超新材,300554.SZ,300554,2511600000,627900000,新材料,8.2,2.6,9.9,3.3,6.6,30.6,73,2018/4/9
1787,世龙实业,002748.SZ,2748,4872000000,1656687000,化学制品,2.6,5.7,2.2,3.8,6.4,20.7,73,2018/4/9
1788,圣阳股份,002580.SZ,2580,3111643500,2500764800,电气设备,5,3.7,5.5,6.5,4.6,25.3,73,2018/4/9
1789,昆仑万维,300418.SZ,300418,29221518000,11206121800,传媒,2.6,2.6,5.5,2.5,7.3,20.5,73,2018/4/9
1790,汤臣倍健,300146.SZ,300146,21022743000,12471673500,食品加工制造,8.2,3.8,6,7.2,6.2,31.4,73,2018/4/9
1791,上海凯宝,300039.SZ,300039,7939769100,5938871200,中药,7.6,4.4,7.7,7.8,5.9,33.4,73,2018/4/9
1792,中飞股份,300489.SZ,300489,2160757500,1092521850,新材料,9,3.8,5.2,3.3,5,26.3,73,2018/4/9
1793,盈方微,000670.SZ,670,4695607300,3450961900,半导体及元件,8.8,4.6,5.3,8,4.1,30.8,73,2018/4/9
1794,优博讯,300531.SZ,300531,5028800000,2191048200,其他电子,7.2,5.3,6.3,4.3,4.9,28,73,2018/4/9
1795,中科三环,000970.SZ,970,17458628000,17458628000,新材料,5.5,3,6.1,6.8,5.3,26.7,73,2018/4/9
1796,康泰生物,300601.SZ,300601,12634260000,1260000000,生物制品,7.2,8.1,7.9,4.5,7.6,35.3,73,2018/4/9
1797,恒通科技,300374.SZ,300374,6192770800,3735243100,建筑材料,3.6,3.3,5.5,2.1,5.7,20.2,73,2018/4/9
1798,华鹏飞,300350.SZ,300350,5976772100,2478227100,物流,7.4,4.5,5.3,7.4,5.3,29.9,73,2018/4/9
1799,天齐锂业,002466.SZ,2466,61878814000,61364009000,有色冶炼加工,1.9,3.5,6.8,6.6,6.2,25,73,2018/4/9
1800,酒鬼酒,000799.SZ,799,8652858700,5970491000,饮料制造,9,7.1,6,6.8,6.7,35.6,73,2018/4/9
1801,传艺科技,002866.SZ,2866,3887974800,971994370,电子制造,7.4,3.3,5.9,2.8,5.1,24.5,73,2018/4/9
1802,星云股份,300648.SZ,300648,4434350000,1113500000,仪器仪表,7,2.5,7.7,4.7,6.8,28.7,73,2018/4/9
1803,湘潭电化,002125.SZ,2125,4396031800,2831586300,基础化学,6,5.3,5.9,6,5.6,28.8,73,2018/4/9
1804,易华录,300212.SZ,300212,9570065700,7894071800,计算机应用,8.7,5,5.8,8,6.4,33.9,73,2018/4/9
1805,成飞集成,002190.SZ,2190,9171655300,9171655300,电气设备,5.3,3.1,4.1,6.5,4.9,23.9,73,2018/4/9
1806,陇神戎发,300534.SZ,300534,5044627400,1261302350,中药,8.4,5.9,4.9,4.3,4.3,27.8,73,2018/4/9
1807,科蓝软件,300663.SZ,300663,2959729700,740007200,计算机应用,4.6,2.8,5.9,4.5,4.9,22.7,73,2018/4/9
1808,建投能源,000600.SZ,600,23129897000,14072470000,电力,3.4,3.6,5.8,5.8,6.1,24.7,73,2018/4/9
1809,银河电子,002519.SZ,2519,8840805000,5986656700,视听器材,7,6.3,5.5,7.8,5,31.6,73,2018/4/9
1810,常铝股份,002160.SZ,2160,5852101100,3519262400,有色冶炼加工,5,4.3,5.6,6.6,4.7,26.2,73,2018/4/9
1811,麦捷科技,300319.SZ,300319,5782450200,3557369200,半导体及元件,6.9,4.6,5.3,8,5.1,29.9,73,2018/4/9
1812,朗新科技,300682.SZ,300682,7010550000,778950000,计算机应用,7.4,2.8,5.6,4.5,5.2,25.5,73,2018/4/9
1813,横店东磁,002056.SZ,2056,14036344000,14032824000,其他电子,5.6,4.5,6.6,7.8,5.6,30.1,73,2018/4/9
1814,赢时胜,300377.SZ,300377,11821130600,8105558900,计算机应用,7.2,2.4,8.5,4.5,6.1,28.7,73,2018/4/9
1815,神州长城,000018.SZ,18,13687855000,6075356700,建筑装饰,7.3,5,5.9,6.5,5.7,30.4,73,2018/4/9
1816,华宏科技,002645.SZ,2645,4042288900,2868505700,专用设备,4.2,2.6,7.9,7,6.1,27.8,73,2018/4/9
1817,融捷股份,002192.SZ,2192,7415752600,5440412100,电气设备,2.8,2.1,3.8,6.5,4.7,19.9,73,2018/4/9
1818,佳讯飞鸿,300213.SZ,300213,5901669700,3196747300,通信设备,7.7,4.6,6.5,7.8,5.5,32.1,73,2018/4/9
1819,飞天诚信,300386.SZ,300386,7921933800,3753331600,计算机设备,7.2,3.9,7.7,4.5,3.8,27.1,73,2018/4/9
1820,航天发展,000547.SZ,547,17041176000,12098264300,通信设备,7,2.6,5.7,7.5,6.5,29.3,73,2018/4/9
1821,先进数通,300541.SZ,300541,3756000000,939000000,计算机应用,7.3,3.9,5.2,4.5,5.6,26.5,73,2018/4/9
1822,南国置业,002305.SZ,2305,9728950500,8356376500,房地产开发,2.6,5.6,6.5,6.3,4.7,25.7,73,2018/4/9
1823,星帅尔,002860.SZ,2860,3115125900,623200000,白色家电,3.6,2.9,5.9,2.2,5.5,20.1,73,2018/4/9
1824,和科达,002816.SZ,2816,3269000000,817250000,专用设备,8.6,4.8,1.1,3.5,4.9,22.9,73,2018/4/9
1825,苏交科,300284.SZ,300284,12477941100,7443313900,建筑装饰,4.6,5.3,6.6,6.5,6.9,29.9,73,2018/4/9
1826,太阳鸟,300123.SZ,300123,4242259300,3888724900,国防军工,8.6,4.1,5.9,8,5,31.6,73,2018/4/9
1827,神火股份,000933.SZ,933,25143615000,25142298000,有色冶炼加工,4.3,3.9,5,6.6,6.5,26.3,73,2018/4/9
1828,*ST东海A,000613.SZ,613,4944478000,3607449800,酒店及餐饮,9,2,7.4,7.2,5.6,31.2,73,2018/4/9
1829,雅化集团,002497.SZ,2497,13929600000,11675542400,化学制品,1.8,1.8,7.1,7.2,6.1,24,73,2018/4/9
1830,英飞特,300582.SZ,300582,3607560000,901890000,其他电子,6.2,4.3,4.4,4.3,5.5,24.7,73,2018/4/9
1831,久远银海,002777.SZ,2777,5520000000,2071380000,计算机应用,7,6,5.5,4.5,5.7,28.7,73,2018/4/9
1832,杭氧股份,002430.SZ,2430,12674893600,10929536600,专用设备,7.8,6,6.2,7,7,34,73,2018/4/9
1833,智动力,300686.SZ,300686,3143772000,785943000,电子制造,8.6,3.4,5,2.8,4.3,24.1,73,2018/4/9
1834,京汉股份,000615.SZ,615,11750573300,5335597600,房地产开发,7.8,2.8,5.6,6.3,5.1,27.6,73,2018/4/9
1835,好利来,002729.SZ,2729,4304860800,1141420800,其他电子,4.2,5.3,5.3,4.3,5.2,24.3,73,2018/4/9
1836,永安药业,002365.SZ,2365,7557623900,5932318800,化学制药,2.7,2.1,8.8,8.1,6.9,28.6,73,2018/4/9
1837,启迪设计,300500.SZ,300500,4487040000,1254620160,建筑装饰,8.6,2.6,7,3,5.5,26.7,73,2018/4/9
1838,云铝股份,000807.SZ,807,28988047000,19146815000,有色冶炼加工,4.2,3.9,6.1,6.6,6.2,27,73,2018/4/9
1839,江粉磁材,002600.SZ,2600,20106779000,11341480300,新材料,2.6,2.3,5,6.2,7.2,23.3,73,2018/4/9
1840,朗玛信息,300288.SZ,300288,10604601200,5519589700,传媒,4.8,3.7,5.5,6,6.5,26.5,73,2018/4/9
1841,天和防务,300397.SZ,300397,6494400000,2792592000,仪器仪表,8.1,3.9,5.7,5,6,28.7,73,2018/4/9
1842,朗源股份,300175.SZ,300175,4317236000,4232966300,农产品加工,7,4.1,6,8,4.6,29.7,73,2018/4/9
1843,昌红科技,300151.SZ,300151,5215950000,2952594200,通用设备,9,2.7,7,6.9,5.1,30.7,73,2018/4/9
1844,春兴精工,002547.SZ,2547,11054960200,6707457400,电子制造,4.8,6.7,4.7,6.2,5.1,27.5,73,2018/4/9
1845,深华发Ａ,000020.SZ,20,5436695600,3478375500,电子制造,5.1,4.4,1.5,6.2,6.3,23.5,73,2018/4/9
1846,深深房Ａ,000029.SZ,29,11300242200,9959842200,房地产开发,6,6.1,6,6.3,4.6,29,73,2018/4/9
1847,中粮地产,000031.SZ,31,14509853000,14509761000,房地产开发,9,4.4,6.1,6.3,6.3,32.1,73,2018/4/9
1848,深桑达Ａ,000032.SZ,32,6625167400,4384349100,通信设备,3.4,2.1,5.4,6.8,4.8,22.5,73,2018/4/9
1849,深大通,000038.SZ,38,10340537300,1560227200,传媒,5.9,3.8,5.9,6,5.3,26.9,73,2018/4/9
1850,农 产 品,000061.SZ,61,15374495000,15325340000,零售,7.6,5.1,5.2,5.7,5.1,28.7,73,2018/4/9
1851,中信海直,000099.SZ,99,6824352900,6824352900,机场航运,9,4.7,6.3,5.8,5.1,30.9,73,2018/4/9
1852,*ST川化,000155.SZ,155,--,--,化学制品,5.8,2.3,5.5,5.8,6.1,25.5,73,2018/4/9
1853,东方市场,000301.SZ,301,6152094000,6152094000,电力,7.4,1.9,7.1,5.8,6,28.2,73,2018/4/9
1854,ST生化,000403.SZ,403,8430825100,6218980500,生物制品,6.6,3.7,4,8,5.4,27.7,73,2018/4/9
1855,东旭光电,000413.SZ,413,54388618000,32916565000,光学光电子,2.6,3.8,5.5,6.8,4.9,23.6,73,2018/4/9
1856,湖北宜化,000422.SZ,422,5638603000,5638185500,化学制品,1.8,2.9,5.3,7.2,4,21.2,73,2018/4/9
1857,海虹控股,000503.SZ,503,22407638000,22406584000,医药商业,7.6,5,5.4,7.8,4.9,30.7,73,2018/4/9
1858,南华生物,000504.SZ,504,6106848500,6089194700,传媒,6.8,5.2,5.3,7,5.2,29.5,73,2018/4/9
1859,中润资源,000506.SZ,506,8128905400,8125870900,房地产开发,2.2,3,5.4,6.3,5,21.9,73,2018/4/9
1860,华塑控股,000509.SZ,509,5051956700,5049092400,建筑材料,3.7,2.2,5.6,4.6,5.3,21.4,73,2018/4/9
1861,*ST烯碳,000511.SZ,511,--,--,新材料,2.2,3,6.6,6.8,5.5,24.1,73,2018/4/9
1862,广宇发展,000537.SZ,537,4450388600,4450388600,房地产开发,7.8,2.4,5.7,6.3,6.5,28.7,73,2018/4/9
1863,神州信息,000555.SZ,555,16118205000,14827620000,计算机应用,4.6,5.3,5.7,7,5.4,28,73,2018/4/9
1864,西部创业,000557.SZ,557,8502324700,3411979600,公路铁路运输,3.3,2.1,5.8,5.2,4.4,20.8,73,2018/4/9
1865,平潭发展,000592.SZ,592,11107740100,11001613800,种植业与林业,6.4,4.7,5.5,8.2,4.7,29.5,73,2018/4/9
1866,神州易桥,000606.SZ,606,7803495400,4810837600,中药,2.2,3.4,5.7,8,5.1,24.4,73,2018/4/9
1867,*ST钒钛,000629.SZ,629,--,--,石油矿业开采,8.2,4.5,5.8,4.8,7.1,30.4,73,2018/4/9
1868,合金投资,000633.SZ,633,3496765900,3495175000,有色冶炼加工,4.6,5.4,4.4,6.6,4,25,73,2018/4/9
1869,万方发展,000638.SZ,638,3446716000,3446716000,房地产开发,4.9,2.4,5.6,6.3,6,25.2,73,2018/4/9
1870,天夏智慧,000662.SZ,662,13453511000,4607827200,化学制品,5.7,2,6.6,8,5,27.3,73,2018/4/9
1871,当代东方,000673.SZ,673,10733822300,5610581800,传媒,7.7,5.9,5.5,6,4.2,29.3,73,2018/4/9
1872,*ST华泽,000693.SZ,693,6793649000,3466939400,有色冶炼加工,3.8,4.9,4.3,6.6,4.3,23.9,73,2018/4/9
1873,双环科技,000707.SZ,707,3448603000,3448591900,基础化学,2.6,4.5,5.4,6,5.8,24.3,73,2018/4/9
1874,*ST三维,000755.SZ,755,3167536200,3167492300,化工新材料,6.3,2.3,5.6,5.7,5.2,25.1,73,2018/4/9
1875,通化金马,000766.SZ,766,13511596000,6277247500,中药,5.9,3.5,5.5,7.8,5.9,28.6,73,2018/4/9
1876,*ST金宇,000803.SZ,803,3078314500,3078043000,房地产开发,4.3,4.7,5.7,5.5,4.4,24.6,73,2018/4/9
1877,银河生物,000806.SZ,806,11835050600,7515303700,电气设备,4.1,5.4,5.5,6.5,4.3,25.8,73,2018/4/9
1878,神雾节能,000820.SZ,820,18454622000,6396543200,环保工程,4,2.2,5.5,7,5.5,24.2,73,2018/4/9
1879,天音控股,000829.SZ,829,10303026900,10203828600,零售,3.8,2.6,5.6,5.7,4.8,22.5,73,2018/4/9
1880,鑫茂科技,000836.SZ,836,7311154100,7154962600,通信设备,4.2,2.9,6.3,6.8,5.8,26,73,2018/4/9
1881,财信发展,000838.SZ,838,7252045700,4174758500,房地产开发,3,3.1,5.7,6.3,5.3,23.4,73,2018/4/9
1882,银星能源,000862.SZ,862,5578340100,2641438400,电力,7.1,4.3,7.4,5.8,5,29.6,73,2018/4/9
1883,茂业通信,000889.SZ,889,10365852500,7423792600,通信设备,7,3.4,6.1,7.8,6.5,30.8,73,2018/4/9
1884,厦门港务,000905.SZ,905,7890660000,7890660000,港口航运,7.8,6.1,5.8,5.8,5.6,31.1,73,2018/4/9
1885,四川双马,000935.SZ,935,17604934000,14515984000,建筑材料,3.6,3.8,5.8,5.6,5.2,24,73,2018/4/9
1886,*ST建峰,000950.SZ,950,--,--,化学制品,7.3,5.1,5.8,7.8,5.1,31.1,73,2018/4/9
1887,皇台酒业,000995.SZ,995,2533386200,2533349800,饮料制造,4.6,2.7,4.8,6.8,4.3,23.2,73,2018/4/9
1888,精功科技,002006.SZ,2006,3600315600,3600315600,专用设备,5.5,4,6,7,5.5,28,73,2018/4/9
1889,凯恩股份,002012.SZ,2012,5503951800,5503951800,造纸,7.8,2.7,5.4,6,4.4,26.3,73,2018/4/9
1890,霞客环保,002015.SZ,2015,3369919200,3369875000,化工合成材料,3.7,3.6,7.1,6.3,3.9,24.6,73,2018/4/9
1891,苏宁云商,002024.SZ,2024,1.12E+11,60565025000,零售,6,2.4,6.7,5.7,5.4,26.2,73,2018/4/9
1892,云南能投,002053.SZ,2053,7302947700,4861864900,食品加工制造,1.9,2.8,6.1,7.2,5.6,23.6,73,2018/4/9
1893,威 尔 泰,002058.SZ,2058,2963642500,2963331600,电气设备,2.6,3.8,4,6.5,4,20.9,73,2018/4/9
1894,*ST众和,002070.SZ,2070,6460575400,5762340600,纺织制造,1.8,3.1,2.8,6.6,4.9,19.2,73,2018/4/9
1895,沙钢股份,002075.SZ,2075,35573161000,35573144000,钢铁,4.6,6.5,7.3,5,5,28.4,73,2018/4/9
1896,雪 莱 特,002076.SZ,2076,5162805100,2974605700,其他电子,8.8,2,6.3,7.8,4.6,29.5,73,2018/4/9
1897,三钢闽光,002110.SZ,2110,21510810000,8373402000,钢铁,4.4,3.2,8.9,4,6.9,27.4,73,2018/4/9
1898,中环股份,002129.SZ,2129,21788508000,21788508000,半导体及元件,8.2,5.3,5.5,6.5,6.3,31.8,73,2018/4/9
1899,贤丰控股,002141.SZ,2141,8112794100,4551747200,其他电子,6.9,4.3,6.3,7.8,4.8,30.1,73,2018/4/9
1900,印纪传媒,002143.SZ,2143,27485525000,5773825400,传媒,2.2,6.4,5.5,6,4.9,25,73,2018/4/9
1901,深圳惠程,002168.SZ,2168,13941820000,13015355500,电气设备,3,3.9,6.5,6.5,4.8,24.7,73,2018/4/9
1902,怡 亚 通,002183.SZ,2183,17079189000,17068290000,物流,5.7,4.8,5.5,7.4,5.3,28.7,73,2018/4/9
1903,江南化工,002226.SZ,2226,6388065700,5546691700,化学制品,3.4,3,6,7.2,4.9,24.5,73,2018/4/9
1904,*ST东数,002248.SZ,2248,1980271700,1869783300,通用设备,9,3.7,4.2,6.9,4.4,28.2,73,2018/4/9
1905,上海莱士,002252.SZ,2252,1.01E+11,89069359000,生物制品,5.2,6.3,4.3,8,4.3,28.1,73,2018/4/9
1906,兆新股份,002256.SZ,2256,8263788100,5499550600,化学制品,4,3.6,6,7.2,6.1,26.9,73,2018/4/9
1907,德奥通航,002260.SZ,2260,6126120000,6126120000,白色家电,4.5,4.2,3.1,5.8,4.9,22.5,73,2018/4/9
1908,大 东 南,002263.SZ,2263,6161021100,6112157700,化工合成材料,7.8,3.6,1.9,6.3,4.5,24.1,73,2018/4/9
1909,新 华 都,002264.SZ,2264,5750336600,4850491600,零售,3.4,2,5.4,5.7,4.7,21.2,73,2018/4/9
1910,宇顺电子,002289.SZ,2289,3273363600,2939664500,光学光电子,7.5,3.5,5.9,6.8,4.9,28.6,73,2018/4/9
1911,皖通科技,002331.SZ,2331,4960631100,4134861200,计算机应用,7.9,4,5.5,8,5.2,30.6,73,2018/4/9
1912,赫美集团,002356.SZ,2356,7858108100,6074400000,电气设备,5,5.4,7.5,5.7,6.6,30.2,73,2018/4/9
