rcode	    名称	现价	总市值	流通市值	所属行业
601021	春秋航空	32.42	25954804000	6484000000	机场航运
601808	中海油服	11.21	53489546000	33186846000	采掘服务
600819	耀皮玻璃	7.15	6684649900	5344024900	建筑材料
600177	雅戈尔	10.26	36745650000	36745650000	服装家纺
600517	置信电气	7.19	9750846600	8948115300	电气设备
300514	友讯达	26.78	2678000000	669500000	通信设备
600538	国发股份	6.18	2869999300	2869999300	化学制品
000045	深纺织Ａ	11.34	5743957800	5182627800	光学光电子
603777	来伊份	32.04	7808766400	1922400000	零售
603025	大豪科技	29.14	13131208900	1486140000	电气设备
300495	美尚生态	14.62	8789653600	3365511400	建筑装饰
600768	宁波富邦	15.75	2106518400	2106518400	有色冶炼加工
000711	京蓝科技	14.76	9611550100	4749720800	综合
300174	元力股份	30.59	7488432000	6734644100	化学制品
002727	一心堂	18.99	9886194000	5387864100	医药商业
000585	东北电气	5.3	4628861000	3229931200	电气设备
000025	特  力Ａ	47.8	14210060000	9267540500	交运设备服务
300482	万孚生物	64.81	11406560000	6876729900	生物制品
000488	晨鸣纸业	16.3	31563409000	18021050000	造纸
300304	云意电气	8.71	7507595100	7304532100	汽车零部件
300518	盛讯达	62.3	5815082000	2912504800	通信服务
002142	宁波银行	15.44	78276667000	69460171000	银行
603898	好莱客	32.1	10211597000	2857028400	家用轻工
600651	飞乐音响	8.89	8815181900	6833048800	其他电子
000801	四川九洲	8.98	9184803700	9184803700	视听器材
600305	恒顺醋业	10.13	6105735900	6105735900	食品加工制造
000505	珠江控股	10.15	4331465900	3658519500	房地产开发
600035	楚天高速	5.68	9830920800	8255186400	公路铁路运输
300312	邦讯技术	12.6	4032504000	2223774000	通信设备
002322	理工环科	22.98	9222219100	6333953700	电气设备
600897	厦门空港	25.4	7564374000	7564374000	机场航运
600869	智慧能源	6.96	15446695000	15160215000	电气设备
000626	远大控股	18.57	11116643400	7513329200	贸易
002335	科华恒盛	36.22	9821733900	8340673100	电气设备
002423	中原特钢	12.87	6473437200	5991113700	通用设备
002411	必康股份	26.92	41249083000	7778334300	中药
600851	海欣股份	10.7	12915506600	7898805400	综合
600498	烽火通信	27.44	28709730000	27697418000	通信设备
000006	深振业Ａ	8.36	11285958600	11245614200	房地产开发
600730	中国高科	8.37	4910310700	4910310700	综合
600495	晋西车轴	7.19	8686892500	8686892500	非汽车交运
002230	科大讯飞	60	83321618000	70658047000	计算机应用
000581	威孚高科	25.23	25455823000	21104693000	汽车零部件
600004	白云机场	13.28	27480576000	27480576000	机场航运
600679	上海凤凰	24.17	9721148500	4511078000	非汽车交运
002802	洪汇新材	37.51	4051080000	1390484400	化学制品
600066	宇通客车	21.9	48485269000	41686304000	汽车整车
000418	小天鹅Ａ	46.43	29366407000	20359562000	白色家电
000852	石化机械	13.53	8093073500	8093073500	专用设备
603778	乾景园林	11.09	5545000000	2508603400	建筑装饰
002352	顺丰控股	51.84	2.16882E+11	6872105300	物流
600616	金枫酒业	11.11	5717419200	5717419200	饮料制造
002374	丽鹏股份	6.18	5422501800	3152985500	包装印刷
600129	太极集团	16.07	6860186600	6860186600	中药
600081	东风科技	12.38	3881872800	3881872800	汽车零部件
601038	一拖股份	8.67	8547319500	5149199700	专用设备
600297	广汇汽车	7.44	53199875000	17794822000	交运设备服务
000609	绵石投资	14.93	4467437000	4019684700	保险及其他
600810	神马股份	8.76	3874372800	3874372800	化工合成材料
000708	大冶特钢	12.59	5658052800	5658052800	钢铁
000695	滨海能源	11.35	2521374600	2516537200	电力
600800	天津磁卡	7.57	4627321800	4624937300	其他电子
300430	诚益通	32.88	3726521900	1358654200	通用设备
600067	冠城大通	7.61	11354962600	11354962600	房地产开发
600487	亨通光电	28.21	38359269000	35016200000	通信设备
000875	吉电股份	5.15	11053517000	6667376900	电力
300003	乐普医疗	21.99	39178548000	31090892000	医疗器械服务
601566	九牧王	15.62	8975832300	8975832300	服装家纺
000830	鲁西化工	9.12	13359530300	13351486900	化学制品
603989	艾华集团	36.53	10959000000	3082218800	半导体及元件
600967	内蒙一机	14.44	24398283000	11881636300	非汽车交运
600161	天坛生物	31.51	21115069000	21115069000	生物制品
600527	江南高纤	5.26	4218990200	4218990200	化工合成材料
600836	界龙实业	6.71	4447073100	4381791700	包装印刷
002207	*ST准油	9.42	2253050900	2042487400	采掘服务
603822	嘉澳环保	39.1	2867985000	1587460000	化学制品
600290	华仪电气	12.22	9286020900	6438518300	电气设备
002369	卓翼科技	8.18	4717972100	3434053200	电子制造
000972	*ST中基	4.1	3162262700	3162262700	农产品加工
603968	醋化股份	25.97	5310345600	3547502000	化学制品
300457	赢合科技	75.2	9321962600	4181261600	专用设备
002180	纳思达	23.4	23681362000	4511804900	半导体及元件
002077	大港股份	11.04	6407047600	4125768600	园区开发
002042	华孚色纺	11.06	11202431100	9263726000	纺织制造
600131	岷江水电	8.38	4224568800	3330531300	电力
002517	恺英网络	34.95	25076830000	8759106800	传媒
600323	瀚蓝环境	14.02	10743021500	8814514100	燃气水务
600785	新华百货	24.02	5419663300	5419663300	零售
600526	菲达环保	9.92	5430254300	4036343300	专用设备
600872	中炬高新	21.67	17263128000	17263128000	食品加工制造
600093	易见股份	13.04	14636715000	4204715400	汽车零部件
600664	哈药股份	5.84	14840861000	14557533000	化学制药
002659	中泰桥梁	16.11	8031914200	4841567200	建筑装饰
600705	中航资本	5.87	52691032000	44720895000	保险及其他
000959	首钢股份	7.35	38877014000	21803967000	钢铁
600166	福田汽车	2.94	19610186000	19610186000	汽车整车
600536	中国软件	19.16	9475822900	9475822900	计算机应用
600618	氯碱化工	11.81	13657084000	8855610100	基础化学
603096	新经典	51.97	6998280200	1733719200	传媒
002589	瑞康医药	14.94	22480374000	10401808200	医药商业
600676	交运股份	7.47	7682842300	6441933200	物流
000687	华讯方舟	13.45	10186605800	7147771100	通信设备
002290	中科新材	14.96	3630976500	2274933500	白色家电
600094	大名城	7.51	18589691000	13614405000	房地产开发
601588	北辰实业	6.05	20370471000	16093000000	房地产开发
000616	海航投资	4.55	6507566600	6507498400	房地产开发
600360	华微电子	7.61	5616788800	5616788800	半导体及元件
603159	上海亚虹	30.61	3061000000	765250000	专用设备
002209	达 意 隆	13.8	2694367900	2195752000	专用设备
002435	长江润发	16.92	8303943400	3108711800	专用设备
002678	珠江钢琴	12.33	11787480000	11761458500	家用轻工
601200	上海环境	24.67	17331758000	16586413000	环保工程
600213	亚星客车	10.82	2380400000	2380400000	汽车整车
600567	山鹰纸业	4.7	21390891000	21390891000	造纸
600246	万通地产	4.7	9653843700	5718960000	房地产开发
000815	美利云	12.54	8718598500	3972566700	造纸
002522	浙江众成	14.15	12816778300	8906688100	包装印刷
002120	韵达股份	42.48	51708936000	4139301100	物流
002107	沃华医药	12.61	4549133200	4399725800	中药
300135	宝利国际	4.75	4377600000	3383828400	基础化学
600463	空港股份	15.84	4752000000	3991680000	园区开发
002039	黔源电力	15.93	4865000700	4864593200	电力
601118	海南橡胶	6.39	25120187000	25120187000	种植业与林业
600475	华光股份	19.34	10818645400	2717182500	电气设备
000587	金洲慈航	8.06	17117420000	9286994100	家用轻工
002481	双塔食品	6.46	8161499400	7321554400	食品加工制造
600665	天地源	4.85	4190994200	4190994200	房地产开发
600037	歌华有线	14.6	20319957000	17057940000	通信服务
600469	风神股份	8.19	4606164300	4606164300	化工合成材料
002009	天奇股份	13.11	4857903100	3486787500	专用设备
002887	绿茵生态	72.5	5800000000	1450000000	建筑装饰
300087	荃银高科	9.92	4183343300	3421449300	种植业与林业
000666	经纬纺机	23.16	16307651000	6797894600	保险及其他
002208	合肥城建	11.62	3719562000	3709558800	房地产开发
000523	广州浪奇	9.96	5208524900	4439750000	化学制品
300667	必创科技	33.25	2261000000	565250000	仪器仪表
000895	双汇发展	21.87	72161340000	72149646000	食品加工制造
600660	福耀玻璃	23.71	59479322000	47490806000	汽车零部件
600900	长江电力	15.42	3.3924E+11	1.77422E+11	电力
601058	赛轮金宇	3.43	7868204600	7753580900	化工合成材料
300460	惠伦晶体	15.46	2601519100	1481666800	半导体及元件
600079	人福医药	18.94	24357769000	20030081000	化学制药
002267	陕天然气	8.61	9574969600	9574969600	燃气水务
002016	世荣兆业	8.62	6974404300	5569344300	房地产开发
300182	捷成股份	10.39	26546126000	14324221000	计算机应用
002037	久联发展	13.91	4553691100	4553691100	化学制品
600713	南京医药	6.96	6246082200	4827321500	医药商业
600513	联环药业	10.45	2983018000	2983018000	化学制药
600461	洪城水业	6.98	5511363500	4146120000	燃气水务
600748	上实发展	6.99	12893494600	9844591100	房地产开发
300567	精测电子	79.1	6478843700	1582000000	仪器仪表
603586	金麒麟	29.91	6262256700	1570275000	汽车零部件
300229	拓尔思	12.39	5843589200	5416530900	计算机应用
600317	营口港	3.54	22914360000	22914360000	港口航运
600721	百花村	14.3	5725525400	3553897600	煤炭开采
000531	穗恒运Ａ	9.04	6193148700	6193134400	电力
002680	长生生物	14.48	14099037000	4750085000	生物制品
002683	宏大爆破	9.11	6390555500	4637772900	化学制品
002072	凯瑞德	30.98	5452480000	5452480000	纺织制造
600269	赣粤高速	5.49	12821384500	12821384500	公路铁路运输
000767	漳泽电力	3.67	11292377900	8271170200	电力
600611	大众交通	5.51	13026317000	8613873200	公交
600157	永泰能源	3.68	45726927000	21442663000	煤炭开采
600535	天士力	38.73	41846831000	40001996000	中药
600568	中珠医疗	7.38	14707378000	12317716500	房地产开发
601111	中国国航	9.3	1.35081E+11	79255229000	机场航运
600993	马应龙	20.5	8836604800	8819843200	中药
300473	德尔股份	42.97	4508842100	1990649100	汽车零部件
002679	福建金森	20.58	2854034400	2854034400	种植业与林业
002175	东方网络	11.24	8472467100	5817825700	传媒
002544	杰赛科技	20.86	10758753600	10661335300	通信设备
600191	华资实业	13.32	6459294200	6459294200	农产品加工
300487	蓝晓科技	17.2	3481172500	1455186600	化学制品
002083	孚日股份	7.68	6973440000	6574804600	纺织制造
600834	申通地铁	11.53	5504213400	5504213400	公交
300256	星星科技	9.61	6228326900	3640453700	电子制造
600780	通宝能源	5.79	6638249600	6638249600	电力
600979	广安爱众	5.8	5497774400	4163774400	电力
000520	长航凤凰	5.84	5910567400	5910567400	港口航运
002507	涪陵榨菜	13.63	10758939200	6186957400	食品加工制造
002062	宏润建设	5.91	6515775000	5567215600	建筑装饰
002789	建艺集团	45.51	3695412000	1688637200	建筑装饰
601919	中远海控	7.94	81117218000	60627254000	港口航运
002453	天马精化	8.03	4587539000	4332013900	化学制品
000651	格力电器	38.27	2.30222E+11	2.28495E+11	白色家电
000961	中南建设	6.07	22518418000	22458109000	房地产开发
002615	哈尔斯	10.12	4153248000	2339418900	家用轻工
600378	天科股份	12.15	3610898500	3610898500	化学制品
600812	华北制药	6.08	9915292800	9915292800	化学制药
002560	通达股份	8.12	3484627800	2309036600	电气设备
603699	纽威股份	16.28	12210000000	12210000000	通用设备
600741	华域汽车	20.41	64347097000	58505451000	汽车零部件
601018	宁波港	6.15	81013014000	78720000000	港口航运
000046	泛海控股	8.21	42660807000	41813058000	房地产开发
603896	寿仙谷	32.94	4605012000	1151253000	中药
600764	中电广通	32.99	10877693200	10877693200	其他电子
600141	兴发集团	16.51	8266901500	8266901500	化学制品
002562	兄弟科技	16.6	8987206500	5090510700	化学制品
000628	高新发展	10.38	3233162400	1951235900	综合
300015	爱尔眼科	22.86	34747542000	27315250000	医疗器械服务
600887	伊利股份	22.99	1.39756E+11	1.38707E+11	食品加工制造
002594	比亚迪	48.55	1.32451E+11	55266065000	汽车整车
002231	奥维通信	10.58	3774944000	3056826500	通信设备
000951	中国重汽	17.08	11462060100	11457996400	汽车整车
603727	博迈科	27.79	6506889600	1631273000	采掘服务
300070	碧水源	19.33	60574165000	37133208000	环保工程
603988	中电电机	66.64	5331200000	1492736000	电气设备
002762	金发拉比	21.5	4349450000	1087358850	服装家纺
002277	友阿股份	6.47	9165435600	9165435600	零售
000663	永安林业	13.18	4494231100	2494667200	家用轻工
000089	深圳机场	8.8	18046772000	18046772000	机场航运
000159	国际实业	6.62	3185142100	3185142100	基础化学
000987	越秀金控	11.21	24929139000	6034424300	零售
002245	澳洋顺昌	8.98	8865793100	8166683500	物流
600753	东方银星	27.03	3459840000	3459840000	房地产开发
601968	宝钢包装	6.78	5649999800	2124399800	包装印刷
002463	沪电股份	4.53	7583943700	7580819700	半导体及元件
002672	东江环保	15.98	14171976000	8662426500	环保工程
600223	鲁商置业	4.58	4584433400	4584433400	房地产开发
600173	卧龙地产	6.9	5003517500	5002896500	房地产开发
002597	金禾实业	20.74	11704000700	11599318500	化学制品
600600	青岛啤酒	32.42	43798862000	22561519000	饮料制造
600187	国中水务	4.64	7674259000	6754096400	燃气水务
600420	现代制药	16.27	18067167000	9362844900	化学制药
600163	中闽能源	4.67	4667502600	3519423700	电力
600830	香溢融通	9.36	4252460900	4252460900	保险及其他
002613	北玻股份	4.69	4395327300	2351238000	专用设备
600894	广日股份	11.81	10155972800	10155972800	专用设备
000421	南京公用	7.11	4071519700	2789317700	燃气水务
000753	漳州发展	4.75	4709535100	3891937700	交运设备服务
002884	凌霄泵业	52.52	4068724400	1017312400	通用设备
600159	大龙地产	4.78	3967415400	3967415400	房地产开发
600521	华海药业	19.39	20213888000	19861843000	化学制药
600052	浙江广厦	4.9	4271766600	4271766600	房地产开发
002251	步 步 高	12.29	10617379600	9088708700	零售
300677	英科医疗	36.95	3592992400	898248110	医疗器械服务
002247	帝龙文化	12.32	10491848100	6431621700	家用轻工
600539	狮头股份	17.37	3995100000	3995100000	建筑材料
600823	世茂股份	5.01	18793353000	18793353000	房地产开发
000608	阳光股份	7.53	5646847200	5646008000	房地产开发
300091	金通灵	15.08	7879300000	5422736800	通用设备
002359	齐星铁塔	37.85	24206005000	15764920000	通信服务
601997	贵阳银行	15.15	34823667000	18295159000	银行
000060	中金岭南	12.7	30223336000	28080836000	有色冶炼加工
